trigram phrase,frequency
don't die if,2
respect them angry,2
the book i'm,2
we can and,2
have a treaty,2
infrastructure our airports,2
going into will,2
strategy because i'm,2
effect that another,2
nobody had protection,2
up nothing they,2
meaning 10 miles,2
come in you,2
of it as,2
no money other,2
fox at like,2
here and in,2
hours because advertising,2
real subject as,2
was against it,2
thinking about north,2
happen soon enough,2
longer because as,2
den and should,2
i this is,2
level it was,2
don't really i,2
security proper security,2
hours before the,2
big moderators on,2
thing and they're,2
from north korea,2
giving you the,2
force it's been,2
the oilers all,2
cannot let them,2
terms we want,2
it howie carr,2
from the figure,2
no business we,2
made a hundred,2
off on obamacare,2
that we're in,2
announced we are,2
they only talked,2
they can self,2
billion today that,2
the press had,2
as they did,2
people for the,2
president ok cannot,2
said oh no,2
per cent in,2
air they've run,2
have no competence,2
univision because they,2
won't talk because,2
want to waste,2
that had nothing,2
right watch that,2
never gonna do,2
the folks mention,2
from anybody cuz,2
bomb bomb move,2
special gonna take,2
wow this is,2
why don't we,2
in 1701 fletcher,2
year i don't,2
good they would,2
very very angry,2
doesn't maybe it,2
that teaches you,2
magazines they're playing,2
his call and,2
you that's gonna,2
me 0 i,2
i told these,2
see that i,2
low life but,2
now think you've,2
on tuesday you,2
and i'm taking,2
doing what we're,2
business is they,2
afghanistan is going,2
we had time,2
she said in,2
amazing experience the,2
the wrong president,2
these they wouldn't,2
plane was made,2
this other file,2
know gsa and,2
don't care but,2
instance putin said,2
strong but we're,2
goals and those,2
i'm with when,2
if trump is,2
in seventeen sometime,2
brought up illegal,2
there big ambition,2
least i think,2
doesn't take india,2
other guys running,2
months now i,2
much wealth out,2
you be shocked,2
stopping at yemen,2
wasting least you,2
that endorsement was,2
ever report is,2
of his jameel,2
until recently james,2
smart representatives it's,2
breakers you know,2
have been debating,2
love protesters the,2
iran and he,2
afghanistan over here,2
second amendment i,2
you falling off,2
nice person in,2
never showed that,2
is 625 million,2
much to agree,2
opinion how stupid,2
now people are,2
which is obliterated,2
a written speech,2
and parts two,2
debate i heard,2
because the politicians,2
spent to provoke,2
when he bombed,2
been working for,2
is do i,2
know that but,2
everything we need,2
shop product takes,2
never said a,2
all we're gonna,2
saying china's taking,2
let's go you,2
petraeus was essentially,2
is nick where's,2
enough to do,2
the base they,2
i said meaning,2
of people do,2
in the guinness,2
our couch there's,2
a wonderful woman,2
same people that,2
the other not,2
when they talk,2
in from illegally,2
give a little,2
at is getting,2
stuff ok and,2
very short time,2
those days are,2
about the internet,2
get a post,2
ok so i've,2
looking six people,2
they were poor,2
most important gulf,2
ford we don't,2
in that came,2
us did devaluing,2
that she know,2
a kindle upset,2
but the guns,2
what you're doing,2
if you happen,2
oldest free publicity,2
i made commercials,2
but let them,2
of spirit and,2
pennsylvania avenue in,2
it's a sovereign,2
pilot saying coming,2
they violated to,2
with them too,2
bad right i,2
in virginia or,2
bomb sovereign nation,2
and all mister,2
the illegals driving,2
get big crowds,2
we watch this,2
very successful person,2
he gets everything,2
doubts that the,2
million people which,2
four more years,2
off our people's,2
don't want my,2
you think amazing,2
where large i'm,2
have this band,2
gonna bring we're,2
president i'm going,2
immediate election and,2
us next week,2
wait so you're,2
entertainers at a,2
smart but we,2
gorgeous friend mister,2
shopping the crowd,2
difference so it's,2
killing me and,2
player a good,2
forty people 28,2
whose it dirty,2
happens i don't,2
looking forward to,2
they say if,2
interesting what's happening,2
this nobody ever,2
said what day,2
reason right now,2
else but you,2
do it nicely,2
i get talking,2
a captain of,2
like looking at,2
at this way,2
would take care,2
in 2003 truck,2
spent essentially nothing,2
are here legally,2
have to back,2
mr trump was,2
and didn't want,2
prominent and they,2
a statement these,2
the stuff but,2
i show you,2
and pastors come,2
have invented with,2
happens is you,2
easy china has,2
the engine 10,2
something so they've,2
jobs etc right,2
like the art,2
make it good,2
overhear book you,2
among their needs,2
wears out how,2
be happy you,2
happen ok like,2
him in iowa,2
they decided they,2
be over we,2
gentlemen it is,2
way in that,2
and breakfasts to,2
below what anyone,2
be on this,2
exciting we're talking,2
and george tavern,2
growth and you,2
this number one,2
24 days kitchen,2
been unbelievably rude,2
of the kilda,2
turn out to,2
you believe the,2
fantastic they do,2
put a man,2
the destruction he's,2
guy mcquaid edge,2
a little different,2
believe me i'd,2
go out if,2
niggling but we,2
said good i,2
liberals i get,2
iowa go south,2
year is a,2
and the seven,2
you say no,2
spending a lot,2
she's alleged she's,2
probably the first,2
moderators on one,2
south korea makes,2
involved on the,2
merry christmas from,2
polls you know,2
their back on,2
spent almost three,2
that probably say,2
really thank you,2
from from government,2
question was coming,2
with me somebody,2
totally corrupt one,2
syria if we,2
remember remember this,2
a country just,2
election win i,2
roof and you,2
money that has,2
next said this,2
will be getting,2
on like who's,2
well that's all,2
osama he did,2
republicans because the,2
it means is,2
know bush raised,2
fun we gave,2
to date i,2
now the christians,2
live they getting,2
i did what,2
administration within a,2
battleship is that,2
3916 3917 numbers,2
and you're everything,2
military you're not,2
have a commitment,2
of us she,2
in region but,2
you and we,2
of saying you,2
they leave and,2
deals are all,2
now i actually,2
is and how,2
stamina but she'll,2
their country how,2
that make this,2
you shouldn't be,2
rains right take,2
like me believe,2
we started construction,2
they getting some,2
shouldn't be up,2
go the head,2
was cursing all,2
up is better,2
donald trump people,2
impacts that they,2
it because i'm,2
man you saw,2
can't win if,2
and so tall,2
other guys and,2
is twelve o'clock,2
report a one,2
built over the,2
stood up and,2
much just sitting,2
huge it is,2
here's a difference,2
to produce jobs,2
immaculate air i,2
as you what's,2
too many other,2
gonna bring trillions,2
oil the stuff,2
i will think,2
rating in 15,2
and his incredible,2
rap she included,2
total contestants and,2
said you think,2
great it was,2
not environmentally friendly,2
million in legend,2
feel stupid does,2
have the donors,2
personally when three,2
process all sorts,2
and what is,2
this sort of,2
hispanics in nevada,2
just wasting and,2
that audience and,2
date i don't,2
take a person,2
tom brady right,2
work they were,2
in action on,2
that country put,2
of money through,2
about the fact,2
a massive tax,2
buildings plan and,2
don't count people,2
very old boeing,2
chup we immediately,2
airplanes when i,2
company and 101,2
hacks were used,2
it wanted to,2
in the media's,2
on live television,2
they pulled the,2
you'd want to,2
happening i was,2
believe me i'm,2
talk about so,2
said i actually,2
the air conditioner,2
before obama long,2
you how you,2
say that from,2
did you remember,2
right lieutenant governor,2
cameras were turned,2
jobs out of,2
and some like,2
a great story,2
it's true we've,2
can leave you,2
end education has,2
have 25 so,2
heard such a,2
dole going to,2
but if a,2
done a commercial,2
talks about when,2
be a rough,2
longer because he,2
what the world,2
we're not touching,2
a break stays,2
clearly a few,2
respected and at,2
dollars and get,2
most design has,2
make the deals,2
the dot com,2
ago they're saying,2
us it's not,2
a half we've,2
from banking and,2
if the deals,2
are losers ok,2
guy right good,2
but she does,2
arrest ok eight,2
budget when you,2
got the approval,2
worst he is,2
illegally now let,2
it looked like,2
ago nobody did,2
a huge everybody,2
said you guys,2
probably did when,2
they won't actually,2
at that that's,2
running i'm most,2
company is a,2
sitting right let,2
probably means you,2
what's come out,2
what's so important,2
i would read,2
that people can,2
it works we,2
people that say,2
i held my,2
of his guilty,2
i think jeff,2
job when i,2
need money we,2
legacy raised six,2
seven days and,2
ahead of cnbc,2
let them on,2
the world fort,2
nobody nobody had,2
do that it,2
change that whole,2
center which held,2
bad deal make,2
me no matter,2
power we defend,2
can hear you,2
we've gotta stop,2
little debt almost,2
slab and ideally,2
the people while,2
then it turned,2
carrying around too,2
police out there,2
to us up,2
number do we,2
runner 75 republicans,2
at me how,2
you amazing paper,2
makes them a,2
ready to pass,2
look should come,2
so in venezuela,2
of schedule when,2
of the water,2
trade deficit you,2
easily and and,2
obama's executive order,2
an amazing year,2
it i'd like,2
trade agreement that,2
powerful you know,2
pouring out there,2
understand i'll get,2
blizzard we have,2
time i looked,2
apartment from even,2
with politicians all,2
the top number,2
that's out of,2
they're just too,2
many times but,2
like we've never,2
down there hundreds,2
in second humiliated,2
he's gonna say,2
super pacs man,2
had people to,2
to figure people,2
if the president,2
now and as,2
on negative ads,2
i just sit,2
him i actually,2
america is going,2
do they call,2
we have companies,2
light on the,2
i will just,2
a product in,2
are very interesting,2
oh yeah right,2
lose they run,2
of folks this,2
closer brad is,2
and a better,2
into iraq even,2
for israel than,2
get sick to,2
democrats i'm more,2
tested he is,2
sign you too,2
every poll in,2
doing tremendous beyond,2
situation i get,2
appreciate you especially,2
beat hillary in,2
i gonna just,2
you bring a,2
never gonna guess,2
right it does,2
unless you're dead,2
it so yesterday,2
people here great,2
on cnn it's,2
said don't be,2
i'll be there,2
bad person you,2
worst deal ever,2
have 20 000,2
two time now,2
some in syria,2
would never run,2
be he's playing,2
had to bring,2
is i was,2
those papers almost,2
global warming caused,2
and that speech,2
down i'm smart,2
heads like no,2
the following hours,2
world by far,2
anything for told,2
of jobs behind,2
she knows i,2
mexico doesn't do,2
not be playing,2
when paris happened,2
this room are,2
horrible i ran,2
is the dumbest,2
that stupid and,2
here fellas fan,2
have the house,2
go there's not,2
by when i'm,2
we conceded on,2
i honestly it,2
it till i,2
from and he,2
in 2010 the,2
in campaigning since,2
golf and that,2
in washington you,2
ok ok well,2
are gonna have,2
sure we are,2
such a such,2
we get to,2
that they didn't,2
old cameras right,2
now would have,2
will release the,2
can be that,2
honest answer and,2
now go back,2
can do and,2
assume somebody else,2
best on the,2
funds obamacare funds,2
to send them,2
a very threatening,2
scharping we are,2
boeing secrets they,2
that means nobody,2
right and that,2
talk about numbers,2
