trigram phrase,frequency
be built it's,2
up airplanes where,2
but at the,2
with a proven,2
a terrible became,2
could speak to,2
balanced budget like,2
wants to help,2
every single call,2
him like i'm,2
look as far,2
may be some,2
time with other,2
do the budget,2
his head it,2
doing here and,2
made great again,2
at the bombing,2
by far you,2
military attack western,2
back those trillions,2
crazy folks it's,2
well where they,2
then the guys,2
the deductibles this,2
terrific he's a,2
a chief negotiator,2
everybody but much,2
company and they,2
week you know,2
bad new book,2
the other company,2
imbalance we have,2
any destruction right,2
and i spent,2
suffered and what,2
i use that,2
bush raised a,2
this but bush,2
may be making,2
word of the,2
power of china,2
quickly took like,2
said they get,2
policy paper and,2
is that possible,2
then i thought,2
to try their,2
you can ride,2
the isis legs,2
buy me nobody's,2
middle east they,2
saying and i'll,2
muslim called me,2
really great feeling,2
him what kind,2
would you come,2
gonna be quitting,2
on immigration like,2
you learn how,2
nothing's gonna get,2
trade i love,2
people wow and,2
think it took,2
and but sometimes,2
i'm doing number,2
fix it women's,2
use a wheeze,2
beginning you know,2
the line never,2
they said 25,2
he did why,2
and others at,2
a radio person,2
reasons but i'm,2
the woman skating,2
go to everything,2
here that so,2
yeah there are,2
due as i've,2
deposit and right,2
let's do something,2
has to do,2
more than i,2
anything i just,2
with because let's,2
partner and she,2
happening but we're,2
said people don't,2
away seal a,2
need our prisoners,2
take credit for,2
ends its just,2
is being used,2
that so so,2
talent that money,2
sixty minutes and,2
him were gonna,2
couldn't hear very,2
dollars that's out,2
show biz ladies,2
sixteenth i came,2
and let us,2
washington they'll get,2
where i'm ready,2
once they found,2
good we protect,2
be put to,2
one it was,2
under my tax,2
day i might,2
some questions ok,2
number what's the,2
know within a,2
this area i,2
is back but,2
said the court,2
know somebody has,2
nobody stands nobody,2
after the first,2
aborting immediately is,2
which is gonna,2
george patton one,2
path to citizenship,2
go over and,2
if you're gonna,2
the baby we,2
room wat up,2
these are places,2
women stand down,2
is give it,2
with the bombing,2
else and to,2
had incredible response,2
our country cannot,2
my life will,2
and very highly,2
wall street is,2
dollars let them,2
is like they,2
and i'm watching,2
respect me or,2
him and an,2
sweden china you,2
be everybody this,2
other day without,2
explain what happened,2
states traffic flown,2
now so i'm,2
in the fashion,2
people there's a,2
cnn came out,2
over sister and,2
your post office,2
and make this,2
opposed to if,2
all he cares,2
just before it's,2
beaten her throat,2
send their self,2
thing we did,2
him in my,2
it is totally,2
that it's great,2
as some of,2
office i guarantee,2
it stops tonight,2
almost tougher sometimes,2
american pastors so,2
he doesn't mean,2
be against but,2
sounds crest somebody,2
you've seen in,2
out a question,2
time we cannot,2
you specially with,2
these two people,2
that book called,2
need they gotta,2
can compete giant,2
i mean any,2
for doing five,2
rotten trader but,2
everybody else's problems,2
right is the,2
wife waving but,2
know with hillary,2
cameras twisted like,2
my father because,2
release a truck,2
i'm cutting your,2
contingent questions that,2
right we wouldn't,2
why they have,2
everybody we have,2
let's go yesterday,2
that's okay these,2
medicare so that,2
outstrip 49 it's,2
a year mexico,2
a phenomenal female,2
dented research and,2
you are so,2
think of a,2
was just to,2
right and now,2
of waterboarding i,2
things changed and,2
a long we,2
approach hard to,2
our ships our,2
as it goes,2
need anybody's money,2
the great deal,2
thank they have,2
find general macarthur,2
beautiful soldiers i,2
as a hundred,2
our vets happened,2
that happens in,2
voted for it,2
the first candidate,2
arab leaders use,2
you raised we,2
areas it's good,2
ago china built,2
the total and,2
nasa was married,2
i give all,2
lose most importantly,2
now made especially,2
mister truck and,2
ted drewes you,2
there are 0,2
of drugs and,2
korea bigamy ok,2
the dead people,2
service i don't,2
making deals on,2
things inform your,2
position you support,2
dunno i don't,2
report bank loans,2
best on military,2
the area just,2
shot was fired,2
life whitewater don't,2
there or it,2
positive working relationship,2
terrible thing happens,2
on his extreme,2
when these animals,2
great take this,2
i felt like,2
wouldn't have these,2
graham to in,2
passed and it's,2
tougher than they,2
ferraris and stuff,2
almost three thousand,2
one vote because,2
this to me,2
you fired george,2
that doing very,2
lee nobody even,2
friends what that,2
oreos they're moving,2
security for years,2
they controlled like,2
an unbelievable negotiator,2
uses gas against,2
the counter you,2
that possess like,2
old and they're,2
correct but it's,2
places i use,2
blow them away,2
been sayin bomb,2
guess that was,2
played great shape,2
is some group,2
don't like people,2
i every chance,2
this happening in,2
i never debated,2
gonna give us,2
that what do,2
to there we,2
years ago so,2
dollars potentially but,2
to make zenith,2
one big thing,2
going on did,2
that's pouring in,2
was okay too,2
carl icahn as,2
actually been a,2
sellers i really,2
72 73 years,2
packers lost all,2
i'm watching on,2
at fox at,2
the head with,2
june 16 there,2
deal the funny,2
is the man,2
right opposite the,2
congratulate him we,2
they told what,2
same sins nevertheless,2
now even some,2
magic deck in,2
name is dan,2
way i do,2
its a part,2
part that you,2
out votes to,2
leave you can't,2
a got free,2
a win this,2
with such sure,2
just promised everybody,2
single call you,2
kerry who is,2
back hops in,2
but it's worse,2
cameras when there's,2
today and look,2
mo whatever whatever,2
there's nothing really,2
reason and i,2
telling people well,2
the large sections,2
so defining its,2
to make other,2
during the winter,2
deficits the numbers,2
know bush has,2
good family they,2
cuz i wanted,2
and now back,2
i took some,2
gonna be level,2
tomorrow coulter's here,2
my book he,2
with the in,2
oil right i,2
cuts i have,2
at the break,2
gotta stop calling,2
registered let's say,2
in mexico instead,2
somebody is the,2
running as it,2
thirty years old,2
greatest guy there,2
get these five,2
sense that's not,2
be in new,2
it a couple,2
and kill 66,2
is george i,2
something you don't,2
every single day,2
one here one,2
the top because,2
control paris and,2
vets wow i,2
interesting thing that,2
is not as,2
great leaders we,2
was against god's,2
there and he,2
if you gave,2
at them if,2
now less than,2
in iraq so,2
some questions because,2
for i's and,2
gets like 20,2
week i swear,2
on but one,2
new hampshire way,2
of the poll,2
before i'm self,2
line up for,2
nothing and bushes,2
dollars we r,2
these shows that,2
shouldn't be talking,2
by two three,2
so should i,2
have doubled and,2
tired of politicians,2
of natural barriers,2
i'm winning in,2
excuse me mexico,2
the energy she,2
up and down,2
pouring in its,2
sorry this is,2
wall street wall,2
has happened is,2
thought including me,2
a min two,2
without a huge,2
answer was this,2
a summary but,2
to paper it's,2
fallen out sense,2
horrible corrupt passed,2
it wouldn't bother,2
though my wife,2
seeing in the,2
and dinner with,2
called me somebody,2
tv commercial a,2
love how he,2
of will be,2
what else are,2
think you was,2
ball but they,2
and they'll violate,2
he writes just,2
i would not,2
inside i made,2
room that we,2
the region's ecology,2
it you'll be,2
and we do,2
gdp below zero,2
china's not in,2
protesters the only,2
you and thank,2
we have like,2
be much tougher,2
was pretty good,2
majority when we,2
trends are sort,2
it right there,2
tomorrow after you,2
crap is just,2
and he's walking,2
the common denominator,2
to change you,2
trump stone now,2
provide jobs for,2
we protect places,2
and we wanted,2
not been babies,2
oh by the,2
long to go,2
here now if,2
back the following,2
outside even today,2
win together one,2
i would call,2
read every single,2
a fort with,2
speech bob up,2
where did it,2
it in some,2
come and have,2
are because it,2
six and seven,2
they were allowed,2
asking for the,2
employ currently thousands,2
players so he's,2
want i will,2
days you get,2
january first which,2
big way we,2
in our mind,2
spending it in,2
event it would,2
but every night,2
investment that adds,2
i would doing,2
have heart and,2
got and what,2
mean you think,2
in town so,2
point register which,2
trip is a,2
nasty cry tennis,2
the our enemies,2
could walk inside,2
have three years,2
you did really,2
years take the,2
renegotiate that sucker,2
right let's talk,2
victory we don't,2
the country how,2
percent second time,2
babies i attacked,2
dont i dont,2
said their stand,2
where 15 people,2
say if they,2
wat she says,2
with 17 now,2
safe sun some,2
for his another,2
ourselves that feels,2
much longer but,2
trump i didn't,2
room you know,2
and so everyone,2
with a pretty,2
now ok now,2
china got an,2
it's anything i,2
was a 45,2
built bridges that,2
it is for,2
a dumping ground,2
have the higher,2
very scared so,2
pay me i,2
relationship i haven't,2
crimes we have,2
dud they were,2
general and i,2
just it doesn't,2
convention center on,2
centrist iska then,2
get there 50,2
the man with,2
r don't say,2
gets everything it,2
goes to others,2
big big advantages,2
just held my,2
import sadly the,2
democrats republicans 843,2
standing there people,2
didn't but you,2
beyond what the,2
country has lost,2
got tremendous money,2
they're saying i'm,2
deals with no,2
instantaneously the police,2
trillion because we,2
sea a military,2
any time interesting,2
i said it'll,2
tremendously but every,2
work nobody nobody,2
these pastors and,2
to know friendly,2
thinks i've been,2
it much anymore,2
nine percent and,2
israel has used,2
in the one,2
winning that's what,2
less from having,2
brilliant stuff i,2
person he believed,2
rich i'm in,2
here you have,2
it immediately you,2
of a different,2
or two he's,2
of obamacare people,2
services and i,2
winning but the,2
knows this but,2
dummies we have,2
are walking is,2
i'm doing here,2
jobs by far,2
thing we're ahead,2
and dropped and,2
a match security,2
won in the,2
phone calls and,2
can't fight syria,2
money can we,2
that burning the,2
do it properly,2
for months now,2
them in florida,2
so far from,2
she's gonna be,2
behind you pls,2
if he doesn't,2
oh well you,2
day is a,2
now she said,2
jet bush to,2
balls and i,2
huge slab and,2
summer really incompetent,2
your everything everything,2
and cruises at,2
has more power,2
republicans and it,2
why we always,2
less about the,2
wanna just cuz,2
broken and that,2
the president truly,2
than ever just,2
want is you,2
in yemen saudi,2
would be saved,2
here here yet,2
friend is acting,2
but nobody nobody,2
bring the safety,2
and my husband,2
that said up,2
etc right we,2
because i made,2
talk about trade,2
terrible thing you,2
gun on their,2
call and say,2
so are you,2
like i'd love,2
top really smart,2
supportive but its,2
down to one,2
that it's crazy,2
escaped and nobody,2
jimmy land so,2
only people believe,2
haven't had many,2
contained now this,2
below that abc,2
we have over,2
been saying bubble,2
tennessee rips it,2
we were smart,2
i must tell,2
it's good i,2
leg a broken,2
the oil a,2
big leak in,2
the husband and,2
with mexico that's,2
believe it except,2
debate gets star,2
believe me obamacare,2
it's awfully tough,2
been good to,2
it and is,2
getting he was,2
hear people here,2
a gentleman we,2
what you saying,2
like to give,2
about bin laden,2
turned down if,2
we pay for,2
him but very,2
really shouldn't be,2
we have ever,2
everything right they,2
was like done,2
do us any,2
talent real talent,2
nobody was talking,2
ever seen have,2
treaty can make,2
not but i,2
it happens during,2
my like and,2
of people what,2
general macarthur was,2
we had all,2
for him they,2
to say either,2
it because wherever,2
at those beautiful,2
serious real people,2
have i could,2
tremendous hatred you,2
were announcing renewing,2
we have mobile,2
life you never,2
in that people,2
of its threat,2
way at any,2
clear we don't,2
colonel deserted he,2
over the weekend,2
unpleasant international millions,2
the ran with,2
graham his a,2
jet in all,2
play that much,2
not sensitive can,2
report cuz they,2
and stuff but,2
are the reasons,2
over the politicians,2
a kid i,2
90 is 625,2
subject sailors in,2
fifty billion plus,2
prisoners day one,2
that are animals,2
you know give,2
i will get,2
take know what,2
great buildings of,2
big what turned,2
2 nice looking,2
building this massive,2
mavericks play mark,2
phones and flags,2
great people one,2
of dollars ok,2
guy they are,2
part that comes,2
been a politician,2
they're down in,2
took over iraq,2
been saying china's,2
on wall street,2
parish that since,2
borders now job,2
11 and pushing,2
thing happens but,2
obama and to,2
the aisle and,2
we gave him,2
cut and she,2
great job did,2
there's a hundred,2
just here all,2
all we can,2
your hasn't been,2
i gave 350,2
nobody's fault it,2
it on what,2
anything but i've,2
to think right,2
world war gonna,2
no not at,2
i move millions,2
lying and not,2
help it have,2
did we do,2
great and what's,2
ok comeback in,2
to run right,2
so poorly so,2
sometime the holy,2
joe they call,2
we take their,2
have you in,2
about the polls,2
incredible think can,2
that people message,2
the nation's guy,2
love to hear,2
introduce to you,2
pressure to the,2
gives you an,2
trade bill for,2
and he went,2
background and i'm,2
just sort of,2
their stand up,2
lot of foot,2
right do we,2
sorts of countries,2
running you will,2
spew a lot,2
pink jobs so,2
sea a phenomenal,2
trade down a,2
be tough enough,2
i stopped i,2
why i haven't,2
horrible job other,2
estate broker right,2
say corrupt deal,2
tested were no,2
do the corporation,2
with china were,2
is this long,2
good remember they,2
but they spent,2
red one more,2
wants database certainly,2
leaders do leaders,2
not nice living,2
against you don't,2
that but now,2
the group they,2
with supervision where,2
cars coming in,2
million people and,2
ago we going,2
want we're buying,2
said the one,2
turned around there,2
you did such,2
head of jeb,2
got the first,2
is going there,2
matter of mexico,2
next time they're,2
great people summer,2
the vote that,2
a business deal,2
zeppelin non politician,2
anyway so why,2
islam i think,2
service people have,2
unemployment although it,2
obama because the,2
why why but,2
then mexico's gonna,2
upset with china,2
hillary you probably,2
losing our jobs,2
manhattan i got,2
in europe didn't,2
to land make,2
weapons holding everything,2
you know certain,2
terrible question what,2
that they improved,2
beautifully like this,2
money get all,2
look i'm gonna,2
so far out,2
vote and hopefully,2
that was made,2
eight hundred passes,2
can't afford week,2
i played great,2
of think keeney,2
they won't collect,2
legally or illegally,2
a lot more,2
student his father,2
we need and,2
know we're only,2
their countries are,2
anybody he saw,2
whitewater i meet,2
is somebody that's,2
to believe the,2
these people walk,2
yes absolutely now,2
needed and i,2
system they suck,2
you breaks his,2
mr trump would,2
your money and,2
gone away right,2
has she walks,2
ok hope they,2
beat isis they're,2
to get her,2
a nice tone,2
he thought it,2
companies give tremendous,2
75 big hit,2
of unification of,2
die you know,2
eye and then,2
it and refine,2
able to put,2
that very big,2
killing us but,2
our guy we,2
their money they,2
like underneath this,2
edge and i,2
at two or,2
company remember i,2
wears out the,2
get smarter we,2
of the meetings,2
and so does,2
second amendment we're,2
it would take,2
next door neighbor,2
inspections did you,2
that closing plants,2
great jail cell,2
dollars for an,2
he's a senator,2
think he's becoming,2
25 million people,2
no money invested,2
done a lot,2
violent questions will,2
a dead day,2
afford to pay,2
terms of you,2
for president don't,2
ice skating in,2
is there one,2
the emails she,2
be killed so,2
on earth without,2
our finest these,2
a speech on,2
with i tell,2
worth love eight,2
for me over,2
them the greatest,2
you folks i'm,2
out before i,2
be himself if,2
replacing but we're,2
the process i,2
now start talking,2
badly now i,2
involve a lot,2
financials are so,2
happened and a,2
up the state,2
of use somebody,2
get jobs because,2
and the top,2
we protect all,2
got nothing right,2
mexico you know,2
know you've heard,2
patton would have,2
will come in,2
over iraq issuers,2
the republicans said,2
night from all,2
me to stay,2
stanford quarterback great,2
to the state,2
even think and,2
you think jeb,2
located in this,2
turned out almost,2
about the whole,2
a commitment i,2
have that it,2
has given i,2
we always like,2
parts no tax,2
teleprompters because i,2
dopes come on,2
building nabisco have,2
killing innocent civilians,2
have any politicians,2
they decided not,2
people dead others,2
are so dishonest,2
they give marco,2
budget and you,2
to catch me,2
you will be,2
amendment which is,2
veterans and it's,2
of my people,2
ices and i'd,2
now before that,2
woman gets elected,2
even the kick,2
buy for practically,2
a talent that,2
we spent with,2
anymore like it,2
new jersey was,2
that work the,2
a trade deal,2
i love buying,2
i've had guys,2
be honest i'm,2
just gonna start,2
think i missed,2
now they're getting,2
985 and the,2
stuff that's pouring,2
1st right down,2
always said although,2
bunch of light,2
they were begging,2
who they know,2
retiring if i,2
he's gotten beaten,2
of isis also,2
you will make,2
vets wait getting,2
be spectacular right,2
people and one,2
right in that,2
lot of bestsellers,2
a little money,2
course he's not,2
was a plant,2
are they're very,2
is just at,2
throated up here,2
why would the,2
off at a,2
like saudi arabia,2
parts and they,2
campy like this,2
mean our armed,2
the policemen for,2
of its so,2
so one of,2
opinion he's the,2
dollars goes to,2
abusers their big,2
courage and i,2
can use rice,2
was seeing where,2
the announces asked,2
hours to come,2
was much different,2
popular with it,2
with had a,2
want five million,2
he always said,2
if they leave,2
finish up because,2
years and they're,2
world country because,2
never read the,2
do you beat,2
am lower 90,2
number thirty we,2
live and how,2
nobody's got 1,2
have negotiating with,2
that's now going,2
numbers went down,2
make that deal,2
not saying any,2
they only want,2
then did not,2
a long way,2
you need rubber,2
republicans you know,2
the black politicians,2
this study can,2
to clean garages,2
cnbc where john,2
eight come on,2
we had those,2
think general patton,2
helicopter i said,2
lot is that,2
and we're stupid,2
of all would,2
and they've studied,2
the granddaddy of,2
the union the,2
where do these,2
that much they'd,2
2010 guys will,2
saying even if,2
these that i,2
saying this because,2
something like i,2
ec this fall,2
look at insurance,2
it doesn't vote,2
walking over here,2
magic in me,2
guys these people,2
he's taking it,2
a favor passed,2
ever make nuclear,2
mean and he's,2
nobody else those,2
energy and our,2
okay they really,2
abby friedman good,2
abort we don't,2
the capital million,2
okay cnn 3636,2
look at look,2
smart and strong,2
little notice don't,2
level right then,2
it's incredible i,2
can you be,2
he asks me,2
but status alan,2
gonna do along,2
terms of rebuilding,2
case frickin crazy,2
they just beat,2
will make him,2
wanted funding the,2
god and add,2
other very much,2
times they jump,2
bad things happen,2
culturally diverse it,2
winning again and,2
said he supported,2
got a picky,2
there are talking,2
are by far,2
know these hot,2
a leader if,2
who strangled him,2
there's nothing what's,2
race like one,2
badge she's a,2
defend his career,2
famous scene of,2
i beat both,2
asleep so let's,2
then to say,2
like the question,2
myself am putting,2
little show with,2
me i love,2
foot spa to,2
different direction you,2
says it well,2
they won't believe,2
into will be,2
massive plant we,2
have a printing,2
up come out,2
medication and buying,2
guy but what,2
wanted to thank,2
you my generals,2
minister of estate,2
they say another,2
being decimated by,2
strong guy go,2
about the manufacturing,2
like i was,2
so that it,2
put on like,2
in a braggadocio,2
other day chris,2
2004 don't go,2
the democrats check,2
me that been,2
place and then,2
like that beautiful,2
an example toughest,2
at you know,2
that so when,2
better taxes and,2
i knew so,2
standing in line,2
going to just,2
japan with russia,2
site how could,2
into big one,2
we doubled up,2
had two hundred,2
any more apt,2
and he ran,2
the negotiation now,2
read about all,2
afford anything you,2
to congress you,2
up we've gotten,2
experience of my,2
military and take,2
dollars or not,2
unified the country,2
stories that is,2
says totally against,2
are real guts,2
us down he,2
same thing i,2
dozen not not,2
people are and,2
in iraq have,2
iowa by like,2
sitting senators are,2
and their bravery,2
flag this is,2
who's not a,2
immediately back right,2
would love you,2
go along and,2
money here and,2
had i known,2
and a friend,2
think he's done,2
know i'm the,2
the very rich,2
out don't think,2
as you say,2
so simple to,2
eventually with the,2
then i file,2
your depression funk,2
net worth so,2
minutes ago the,2
it's all big,2
to be unbelievable,2
we go back,2
by sparks so,2
two for 23,2
heat rush limbaugh,2
it yet if,2
to win a,2
have the finest,2
columbia bc you,2
my ego is,2
me it has,2
most militarised at,2
in phoenix where,2
good closing up,2
strong going to,2
like that right,2
you it's so,2
worse we knew,2
hit defend me,2
leader i promise,2
to do rain,2
it did reporters,2
everyone seems to,2
on television when,2
now my whole,2
it like that,2
these boxes over,2
me do it,2
how come the,2
whole thing about,2
they're our greatest,2
over it because,2
quarter no growth,2
because he wouldn't,2
announces 250 he,2
equipment we have,2
to mention the,2
out we should,2
i was seeing,2
leaving only got,2
blaming romney but,2
idea that we,2
american legacy raised,2
so this man,2
says he says,2
one in my,2
we had clouds,2
mexico we have,2
different things we,2
say much bigger,2
and ears we,2
warriors and the,2
out what it,2
destructive doctors acquitting,2
down as i,2
yet if he,2
it turn this,2
political speak versus,2
least cost we,2
first day talk,2
trip to iowa,2
play that would,2
super pacs to,2
could say as,2
together this and,2
say but here's,2
scott brown nobody,2
education when number,2
long we can't,2
right with hillary,2
this you want,2
there's people that,2
with that plan,2
all the european,2
taken so we,2
been the nra,2
times and even,2
tubes of copper,2
much as a,2
they're lucky they,2
here one in,2
is is he,2
bad idea because,2
great business but,2
apprentice anymore we're,2
you'll get a,2
would rather you,2
borders dividing jerusalem,2
of nine down,2
say trump protester,2
by lot number,2
are so crooked,2
give and and,2
to us is,2
at these phones,2
politician before i'm,2
and yet they,2
magnificent never seen,2
is what you,2
he'll be a,2
come in 1954,2
him credit for,2
day i love,2
leaders in a,2
i kno right,2
the law they,2
buy a wii,2
telling me when,2
you could've won,2
then the way,2
come back into,2
you consider truck,2
guns thank you,2
are the ones,2
help he needed,2
that's you know,2
dollars i thought,2
looking for the,2
is president johnson,2
they're afraid that,2
after the debate,2
small contributions for,2
to drop out,2
a disgusting waste,2
this was what,2
like this a,2
that the jayvee,2
control over north,2
the general election,2
get off that,2
like trump where,2
ride to hell,2
leaders i get,2
what's happened and,2
is so jammed,2
foundations and structures,2
many things we,2
said oh you,2
subtle way it's,2
happened something happened,2
i'm standing up,2
debate stage to,2
go into shoot,2
company is the,2
oil or drugs,2
running deal ever,2
time i've ever,2
low ratings almost,2
gonna do russians,2
the largest vote,2
victory tomorrow please,2
of things we,2
running whoever is,2
the deal saying,2
that i hadn't,2
donors i don't,2
i got problems,2
what difference does,2
bloomberg whatever it,2
ethic and his,2
cnn 3320 in,2
young sailors that,2
rare let's move,2
will never let,2
like crazy and,2
then as soon,2
i dot because,2
on television one,2
certain areas we,2
for me that's,2
and it's coming,2
a company car,2
from and as,2
this anyway so,2
i've got your,2
i authorize a,2
again the shirts,2
told my account,2
before facts and,2
so don't get,2
by our tremendous,2
job they called,2
two seconds that's,2
what i had,2
it got announced,2
elton john elton,2
them got up,2
talks about how,2
places and every,2
for one week,2
we we haven't,2
things very quickly,2
year mexico story,2
guy but you,2
up make america,2
into a bad,2
you can't bomb,2
a statement i,2
good thing or,2
for all the,2
they let us,2
online post and,2
exactly the lowest,2
so obama is,2
finished with them,2
together one of,2
4 000 they're,2
i think thats,2
all time great,2
with the fec,2
you know friend,2
gonna win or,2
to virginia than,2
center creating a,2
probably run against,2
our country be,2
this guy ok,2
we are losing,2
doesn't make a,2
job with things,2
it's so it's,2
think that he,2
read it you,2
endorsed christine that's,2
really similar this,2
audience i said,2
when i originally,2
just in the,2
hey by the,2
educate our children,2
the time it's,2
is this just,2
sending those people,2
harbor planning tolerable,2
know that donald,2
good that doesn't,2
yes i love,2
will correct we,2
were in bad,2
i was invited,2
to waste everybody's,2
facility they said,2
to texas it's,2
you it's the,2
here ten days,2
the advertising said,2
drove here from,2
have a thousand,2
you do ok,2
told you when,2
jeff i'm gonna,2
powers been so,2
they were actually,2
doesn't get people,2
amazing people of,2
work it came,2
to self and,2
built all over,2
we loan you,2
they turn me,2
but you will,2
for years right,2
had massive the,2
tremendous fan and,2
of that's what,2
generals television talk,2
that companies can't,2
been great i'm,2
in your country,2
biggest everything if,2
the chopping off,2
of a thousand,2
a tremendous contributor,2
wouldn't make a,2
to replace we,2
is where a,2
and you invested,2
every year and,2
other buildings and,2
goes on and,2
a dollar bill,2
together this country,2
happened here nobody's,2
that another attempt,2
have been you,2
great rugby 34,2
job and the,2
that bill makes,2
the air they,2
a gunshot right,2
were shouting that,2
one little word,2
some people especially,2
come before us,2
five billion we,2
the brush is,2
fix it we're,2
destabilized the middle,2
right with my,2
events but it's,2
good without the,2
military port they're,2
just announce are,2
deals like this,2
have said why,2
unify perhaps the,2
about a day,2
the truck debate,2
happening and what,2
ok serious problem,2
have been people,2
steps over the,2
migration come right,2
of the past,2
it they mean,2
the approval to,2
but with your,2
really incredible enthusiasm,2
obama a year,2
stop him and,2
weekend and they,2
rid of those,2
of our health,2
god forget her,2
morning at nine,2
that have lots,2
back and a,2
there people walking,2
after the build,2
everybody makes money,2
openly he owned,2
portrayed in half,2
wanna i don't,2
take you to,2
people 28 people,2
were blown off,2
me like me,2
he's taken tremendous,2
could get worse,2
ourself with that,2
no you having,2
in eads or,2
schedule which it,2
time to recover,2
you should be,2
have to send,2
addictions but if,2
and pushing for,2
presence is really,2
sanctions they call,2
they'll name in,2
to finish by,2
artificially low interest,2
ok who cares,2
use these three,2
did and obama,2
never been anything,2
just a question,2
nothing we have,2
i believe i'm,2
day recently i,2
cuts those are,2
12 15 18,2
from now and,2
business up here,2
trading in the,2
goes on that,2
endorse me is,2
him because i've,2
of eight so,2
number too so,2
oil then after,2
know people that,2
no do they,2
there were people,2
father heard a,2
great they're wonderful,2
nobody cares rice,2
later but it's,2
the headline of,2
down on jerusalem,2
where debtor nation,2
happy about 51,2
country you get,2
weeks ago won't,2
move my voice,2
quick quick they,2
where's the next,2
bad so they,2
we we keep,2
jacob javits convention,2
she's she's receiving,2
doesn't seem to,2
an even better,2
bad for us,2
they're controlling every,2
opponents he always,2
what's this look,2
the room one,2
within an hour,2
with black on,2
bye bye callers,2
8 15 he'll,2
because those cameras,2
it mildly and,2
papers and teamsters,2
really don't want,2
our new hampshire,2
life so i,2
action negotiated deals,2
said get there,2
thing in los,2
like the entire,2
i meeting you,2
ok but he's,2
have stripped us,2
him some people,2
attacks japan we,2
get angry like,2
but save it,2
actually came out,2
kept all of,2
excavate a big,2
why carrying around,2
somebody from china,2
wrong people are,2
them not even,2
where government has,2
came in ahead,2
do i see,2
me i do,2
ok convicted some,2
isn't me it's,2
so i couldn't,2
is unbelievable how,2
a result of,2
me seriously how,2
vote it's so,2
and i appreciated,2
at all they've,2
ink isn't even,2
let you add,2
you mean if,2
way obama got,2
rented a ballroom,2
wrong they won't,2
the ground is,2
back our money,2
immigration 48 isis,2
machine takes it,2
the development a,2
and they buy,2
a thread in,2
the isis flag,2
iowa but and,2
wiseguy than we,2
chris christie is,2
with the increase,2
years old wow,2
don't have two,2
weapons big weapons,2
from them no,2
you imagine many,2
pass and they,2
like mine is,2
exactly thrilled because,2
is fair i,2
great again my,2
true we have,2
events and he,2
country back that's,2
student at west,2
know that it's,2
then they change,2
congress they could,2
major more on,2
this is much,2
if you noticed,2
see and it,2
one democrat or,2
accepted the bad,2
know but we,2
mostly and i,2
that's my favorite,2
down in china,2
over that agreement,2
the us has,2
he said some,2
to have all,2
certain things and,2
nick where's the,2
and politicians cause,2
game so we,2
the talking because,2
well we can't,2
but now they're,2
for our companies,2
case of univision,2
head guy with,2
great businessman alex,2
oh my god,2
with the bomb,2
this professionally all,2
everybody can't do,2
pull back the,2
illegally everyone says,2
great and we,2
away at the,2
printing machine now,2
here we go,2
hell on wheels,2
building and though,2
to him actually,2
number two and,2
bottom of this,2
we are getting,2
they want right,2
not good they,2
we did really,2
have this anymore,2
core nobody can,2
its easier but,2
him up like,2
said while trumpeting,2
right with 4,2
did doing we,2
as people make,2
lives we spend,2
nice and he,2
in tennessee rips,2
dont wanna don't,2
remember rand paul,2
to be shown,2
get there early,2
crews everyone else,2
not elected come,2
deals you've built,2
term means companies,2
of even though,2
where it's going,2
crazy the whole,2
life away you,2
to why that,2
greatest but it's,2
ms you're building,2
el even have,2
set i'd like,2
should what they,2
it's very unfair,2
build a hospital,2
be talking they,2
disloyal act when,2
from the day,2
not a celebrity,2
it's about donald,2
the most people,2
take it as,2
france can you,2
norway and sweden,2
man holds up,2
got elected to,2
and vote tomorrow,2
lease there is,2
know everyone knows,2
how to judge,2
you something very,2
france has the,2
where when we,2
destruction which are,2
very little detriment,2
are working on,2
networks about a,2
common sense but,2
so proud to,2
trade stuff is,2
on letterman he,2
i got criticized,2
decided they were,2
ring as massive,2
cum they all,2
season deal without,2
wanna on the,2
throw down asphalt,2
general patton we,2
laughing at us,2
it showed that,2
career my father,2
the pundits and,2
help us and,2
mess with don't,2
got nothing nothing,2
i know most,2
likes right anybody,2
those donald j,2
white make america,2
few i say,2
just works so,2
put it through,2
talk turkey and,2
for the bad,2
us to come,2
in miami hundreds,2
to the rjc,2
guy we either,2
they moved about,2
a wall ok,2
why we do,2
i was we,2
ruled out knows,2
philadelphia well he,2
running against i,2
deal they getting,2
thing so i,2
know what lets,2
the poll said,2
because we're so,2
000 percent cost,2
amazing experience for,2
feel he's my,2
tolerable horrible so,2
hear it i,2
but it's better,2
the biggest clubs,2
safety and security,2
people see gun,2
players are great,2
this way a,2
either but they,2
percent because they,2
will they they,2
gonna say could,2
and she wakes,2
know recently i,2
system is so,2
trade you have,2
and almost everybody,2
been going down,2
own politician that's,2
the problem you,2
know what's gonna,2
it's like walking,2
wages i read,2
requested some virtual,2
it to us,2
dollar automobile plant,2
it was his,2
journey who's actually,2
that's much more,2
given us an,2
that and all,2
sleep this is,2
of sense audit,2
destabilize that's exactly,2
heard the other,2
was a kid,2
talented people they,2
they're right right,2
fox fox 3916,2
best sellers was,2
the room look,2
we do nowadays,2
what i can't,2
memorial in downtown,2
democrats i get,2
scholarship to one,2
we've gone way,2
